Player,Rk,Year,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,S%,TOI,ATOI,-9999
Joe Thornton,1,2006,26,TOT,C,81,29,96,125,31,61,13.3,18,11,0,6,54,40,2,195,14.9,1728,21:20,thornjo01
Jaromír Jágr,2,2006,33,NYR,RW,82,54,69,123,34,72,15.5,30,24,0,9,41,28,0,368,14.7,1810,22:05,jagrja01
Alex Ovechkin,3,2006,20,WSH,LW,81,52,54,106,2,52,12.7,28,21,3,5,23,31,0,425,12.2,1751,21:37,ovechal01
Daniel Alfredsson*,4,2006,33,OTT,RW,77,43,60,103,29,50,12.3,22,16,5,8,27,32,1,249,17.3,1670,21:41,alfreda01
Dany Heatley,5,2006,25,OTT,LW,82,50,53,103,29,86,12.9,25,23,2,7,31,20,2,300,16.7,1734,21:09,heatlda01
Sidney Crosby,6,2006,18,PIT,C,81,39,63,102,-1,110,10.5,23,16,0,5,30,31,2,278,14.0,1630,20:08,crosbsi01
Eric Staal,7,2006,21,CAR,C,82,45,55,100,-8,81,11.1,22,19,4,4,34,21,0,279,16.1,1611,19:39,staaler01
Ilya Kovalchuk,8,2006,22,ATL,LW,78,52,46,98,-6,68,11.2,25,27,0,7,16,29,1,323,16.1,1731,22:11,kovalil01
Marc Savard,9,2006,28,ATL,C,82,28,69,97,7,100,9.3,13,14,1,4,31,36,2,212,13.2,1682,20:30,savarma01
Jonathan Cheechoo,10,2006,25,SJS,RW,82,56,37,93,23,58,12.7,30,24,2,11,20,17,0,317,17.7,1637,19:57,cheecjo01
Marián Hossa*,11,2006,27,ATL,RW,80,39,53,92,17,67,10.2,18,14,7,7,27,25,1,341,11.4,1735,21:41,hossama01
Brad Richards,12,2006,25,TBL,C,82,23,68,91,0,32,8.0,12,7,4,0,28,39,1,282,8.2,1866,22:45,richabr01
Teemu Selänne*,13,2006,35,MDA,RW,80,40,50,90,28,44,11.4,22,18,0,5,28,22,0,267,15.0,1424,17:48,selante01
Jason Spezza,14,2006,22,OTT,C,68,19,71,90,23,33,9.2,12,7,0,5,37,34,0,156,12.2,1292,19:00,spezzja01
Brian Gionta,15,2006,27,NJD,RW,82,48,41,89,18,46,11.4,23,24,1,10,31,10,0,291,16.5,1625,19:49,giontbr01
Olli Jokinen,16,2006,27,FLA,C,82,38,51,89,14,88,9.8,23,14,1,9,28,23,0,351,10.8,1680,20:29,jokinol01
Pavel Datsyuk,17,2006,27,DET,C,75,28,59,87,26,22,9.8,17,11,0,4,31,28,0,145,19.3,1342,17:53,datsypa01
Joe Sakic*,18,2006,36,COL,C,82,32,55,87,10,60,8.9,22,10,0,6,31,24,0,263,12.2,1633,19:55,sakicjo01
Patrick Marleau,19,2006,26,SJS,C,82,34,52,86,-12,26,8.5,13,20,1,4,28,24,0,260,13.1,1634,19:56,marlepa01
Paul Kariya*,20,2006,31,NSH,LW,82,31,54,85,-6,40,8.4,17,14,0,3,22,32,0,245,12.7,1565,19:05,kariypa01
Andy McDonald,21,2006,28,MDA,C,82,34,51,85,24,32,10.2,21,13,0,7,25,25,1,229,14.8,1378,16:48,mcdonan01
Henrik Zetterberg,22,2006,25,DET,LW,77,39,46,85,29,30,10.6,21,17,1,9,28,18,0,270,14.4,1460,18:57,zettehe01
Scott Gomez,23,2006,26,NJD,C,82,33,51,84,8,42,9.2,24,9,0,5,27,24,0,244,13.5,1540,18:47,gomezsc01
Brendan Shanahan*,24,2006,37,DET,LW,82,40,41,81,29,105,10.5,26,14,0,6,27,14,0,289,13.8,1360,16:35,shanabr01
Nicklas Lidström*,25,2006,35,DET,D,80,16,64,80,21,50,12.9,7,9,0,2,23,41,0,243,6.6,2199,27:29,lidstni01
Václav Prospal,26,2006,30,TBL,LW,81,25,55,80,-3,50,7.5,15,10,0,3,38,17,0,236,10.6,1553,19:10,prospva01
Simon Gagné,27,2006,25,PHI,LW,72,47,32,79,31,38,10.8,33,12,2,7,18,11,3,334,14.1,1495,20:46,gagnesi01
Markus Näslund,28,2006,32,VAN,LW,81,32,47,79,-19,66,7.5,19,13,0,2,18,29,0,264,12.1,1496,18:28,nasluma02
Michael Nylander,29,2006,33,NYR,C,81,23,56,79,31,76,8.4,17,6,0,4,45,11,0,172,13.4,1566,19:20,nylanmi01
Brian Rolston,30,2006,32,MIN,C,82,34,45,79,14,50,9.4,14,15,5,7,28,17,0,293,11.6,1669,20:21,rolstbr01
Mats Sundin*,31,2006,34,TOR,C,70,31,47,78,7,58,8.4,13,16,2,2,19,26,2,220,14.1,1399,19:59,sundima01
Alex Tanguay,32,2006,26,COL,LW,71,29,49,78,8,46,8.3,21,8,0,4,28,21,0,125,23.2,1304,18:22,tangual01
Aleš Hemský,33,2006,22,EDM,RW,81,19,58,77,-5,64,6.9,11,7,1,4,23,35,0,178,10.7,1375,16:59,hemskal01
Mike Modano*,34,2006,35,DAL,C,78,27,50,77,23,58,8.4,14,12,1,4,27,22,1,207,13.0,1526,19:34,modanmi01
Jason Arnott,35,2006,31,DAL,C,81,32,44,76,13,102,8.6,20,11,1,5,26,18,0,167,19.2,1393,17:12,arnotja01
Cory Stillman,36,2006,32,CAR,LW,72,21,55,76,-9,32,6.8,11,10,0,3,31,24,0,177,11.9,1344,18:40,stillco01
Martin Straka,37,2006,33,NYR,LW,82,22,54,76,17,42,7.5,18,4,0,4,25,29,0,171,12.9,1571,19:09,strakma01
Justin Williams,38,2006,24,CAR,RW,82,31,45,76,1,60,7.4,19,8,4,4,26,17,2,255,12.2,1733,21:08,williju01
Peter Forsberg*,39,2006,32,PHI,C,60,19,56,75,21,46,8.0,10,8,1,2,32,24,0,132,14.4,1127,18:47,forsbpe01
Vincent Lecavalier,40,2006,25,TBL,C,80,35,40,75,0,90,8.1,20,13,2,7,20,19,1,309,11.3,1610,20:08,lecavvi01
Henrik Sedin*,41,2006,25,VAN,C,82,18,57,75,11,56,7.1,12,5,1,0,28,27,2,113,15.9,1386,16:54,sedinhe01
Maxim Afinogenov,42,2006,26,BUF,RW,77,22,51,73,6,84,7.4,11,11,0,3,31,20,0,241,9.1,1258,16:20,afinoma01
Patrice Bergeron,43,2006,20,BOS,C,81,31,42,73,3,22,7.5,18,12,1,6,24,17,1,310,10.0,1668,20:36,bergepa01
Shawn Horcoff,44,2006,27,EDM,LW,79,22,51,73,0,85,6.7,16,3,3,5,27,21,3,167,13.2,1578,19:59,horcosh01
Todd Bertuzzi,45,2006,30,VAN,RW,82,25,46,71,-17,120,6.0,13,12,0,3,26,20,0,200,12.5,1568,19:08,bertuto01
Vyacheslav Kozlov,46,2006,33,ATL,LW,82,25,46,71,14,33,7.1,17,8,0,1,29,16,1,206,12.1,1458,17:47,kozlovy01
Daniel Sedin*,47,2006,25,VAN,LW,82,22,49,71,7,34,6.9,11,11,0,4,26,21,2,204,10.8,1366,16:40,sedinda01
Sergei Zubov*,48,2006,35,DAL,D,78,13,58,71,20,46,12.2,4,9,0,0,28,30,0,141,9.2,2047,26:15,zubovse01
Rod Brind'Amour,49,2006,35,CAR,C,78,31,39,70,8,68,6.8,10,19,2,5,20,16,3,198,15.7,1895,24:18,brindro01
Brad Boyes,50,2006,23,BOS,C,82,26,43,69,11,30,7.6,18,8,0,3,29,14,0,203,12.8,1293,15:46,boyesbr01
Bryan McCabe,51,2006,30,TOR,D,73,19,49,68,-1,116,10.5,6,13,0,6,13,32,4,207,9.2,2066,28:18,mccabbr01
Jarret Stoll,52,2006,23,EDM,C,82,22,46,68,4,74,6.4,10,11,1,4,25,20,1,243,9.1,1507,18:23,stollja01
Steve Sullivan,53,2006,31,NSH,RW,69,31,37,68,2,50,7.4,14,13,4,5,16,21,0,192,16.1,1317,19:06,sullist01
Chris Drury,54,2006,29,BUF,C,81,30,37,67,-11,32,6.6,12,16,2,5,16,21,0,172,17.4,1466,18:06,drurych01
Jarome Iginla*,55,2006,28,CGY,RW,82,35,32,67,5,86,7.8,17,17,1,6,16,14,2,293,11.9,1779,21:42,iginlja01
Tomáš Kaberle,56,2006,27,TOR,D,82,9,58,67,-1,46,9.7,3,6,0,2,13,45,0,163,5.5,2294,27:58,kaberto01
Ľubomír Višňovský,57,2006,29,LAK,D,80,17,50,67,7,50,10.1,7,10,0,3,19,31,0,152,11.2,1862,23:16,visnolu01
Craig Conroy,58,2006,34,LAK,C,78,22,44,66,13,78,6.2,14,5,3,3,25,16,3,154,14.3,1499,19:13,conrocr01
Shane Doan,59,2006,29,PHX,RW,82,30,36,66,-9,123,6.3,13,17,0,7,11,24,1,254,11.8,1568,19:08,doansh01
Marián Gáborík,60,2006,23,MIN,RW,65,38,28,66,6,64,8.9,26,10,2,7,15,12,1,252,15.1,1198,18:26,gaborma01
Miroslav Šatan,61,2006,31,NYI,RW,82,35,31,66,-8,54,6.8,18,17,0,2,20,10,1,253,13.8,1572,19:10,satanmi01
Ryan Smyth,62,2006,29,EDM,LW,75,36,30,66,-5,58,7.3,15,19,2,3,16,12,2,230,15.7,1516,20:13,smythry01
Alexei Yashin,63,2006,32,NYI,C,82,28,38,66,-14,68,6.0,18,10,0,2,16,22,0,253,11.1,1517,18:30,yashial01
Mike Knuble,64,2006,33,PHI,RW,82,34,31,65,25,80,7.5,19,13,2,6,21,10,0,217,15.7,1668,20:21,knublmi01
Alex Kovalev,65,2006,32,MTL,RW,69,23,42,65,-1,76,6.3,14,9,0,5,18,24,0,206,11.2,1344,19:28,kovalal01
Brenden Morrow,66,2006,27,DAL,LW,81,23,42,65,30,183,7.1,14,8,1,4,31,9,2,146,15.8,1560,19:15,morrobr01
David Výborný,67,2006,31,CBJ,LW,80,22,43,65,-9,50,5.4,15,5,2,6,16,27,0,145,15.2,1655,20:41,vyborda01
Mark Recchi*,68,2006,37,TOT,RW,83,28,36,64,-36,68,4.4,15,13,0,3,13,21,2,199,14.1,1693,20:24,recchma01
Andrew Brunette,69,2006,32,COL,LW,82,24,39,63,9,48,6.5,13,11,0,2,22,17,0,129,18.6,1231,15:01,brunean01
Scott Niedermayer*,70,2006,32,MDA,D,82,13,50,63,8,96,10.0,4,9,0,3,21,27,2,181,7.2,2092,25:30,niedesc01
Mike Sillinger,71,2006,34,TOT,C,79,32,31,63,-17,63,6.2,17,14,1,2,14,16,1,211,15.2,1520,19:15,sillimi01
Pavol Demitra,72,2006,31,LAK,RW,58,25,37,62,21,42,7.0,13,7,5,7,16,19,2,184,13.6,1222,21:04,demitpa01
Saku Koivu,73,2006,31,MTL,C,72,17,45,62,1,70,5.5,12,5,0,4,23,22,0,138,12.3,1334,18:31,koivusa01
Aleš Kotalík,74,2006,27,BUF,RW,82,25,37,62,-3,62,6.2,15,10,0,5,19,18,0,261,9.6,1276,15:34,kotalal01
Robert Lang,75,2006,35,DET,C,72,20,42,62,17,72,6.5,12,8,0,3,26,16,0,171,11.7,1170,16:15,langro01
Martin St. Louis*,76,2006,30,TBL,RW,80,31,30,61,-3,38,6.1,19,9,3,7,18,11,1,221,14.0,1679,20:59,stlouma01
Darcy Tucker,77,2006,30,TOR,C,74,28,33,61,-12,100,5.9,10,18,0,4,15,18,0,189,14.8,1305,17:38,tuckeda01
Jason Allison,78,2006,30,TOR,C,66,17,43,60,-18,76,4.7,8,9,0,2,13,30,0,111,15.3,1234,18:42,allisja02
Mike Comrie,79,2006,25,PHX,C,80,30,30,60,2,55,6.6,20,10,0,4,15,15,0,190,15.8,1282,16:01,comrimi01
Pierre-Marc Bouchard,80,2006,21,MIN,C,80,17,42,59,3,28,5.9,10,7,0,3,18,24,0,118,14.4,1220,15:15,bouchpi02
Kyle Calder,81,2006,27,CHI,LW,79,26,33,59,-4,52,5.6,18,6,2,6,26,7,0,183,14.2,1452,18:23,caldeky01
Erik Cole,82,2006,27,CAR,RW,60,30,29,59,19,54,7.4,24,3,3,8,17,11,1,164,18.3,1158,19:18,coleer01
Tomas Holmström,83,2006,33,DET,RW,81,29,30,59,14,66,7.1,18,11,0,8,17,13,0,140,20.7,1132,13:59,holmsto01
Daymond Langkow,84,2006,29,CGY,C,82,25,34,59,2,46,6.3,14,11,0,7,14,18,2,171,14.6,1485,18:07,langkda01
Mathieu Schneider,85,2006,36,DET,D,72,21,38,59,33,86,11.9,10,11,0,4,20,18,0,188,11.2,1765,24:31,schnema01
Marco Sturm,86,2006,27,TOT,LW,74,29,30,59,6,48,6.5,21,8,0,6,19,9,2,180,16.1,1357,18:21,sturmma01
Daniel Brière,87,2006,28,BUF,C,48,25,33,58,3,48,6.7,14,11,0,4,15,17,1,147,17.0,915,19:04,brierda01
Sergei Gonchar,88,2006,31,PIT,D,75,12,46,58,-13,100,7.0,4,8,0,2,14,30,2,192,6.3,1850,24:40,gonchse01
Milan Hejduk,89,2006,29,COL,RW,74,24,34,58,13,24,5.9,9,14,1,2,24,9,1,221,10.9,1373,18:33,hejdumi01
Jason Williams,90,2006,25,DET,RW,80,21,37,58,4,26,5.7,15,6,0,4,19,18,0,177,11.9,1193,14:55,willija01
Jason Blake,91,2006,32,NYI,LW,76,28,29,57,0,60,5.8,14,12,2,2,19,10,0,304,9.2,1427,18:47,blakeja01
Nils Ekman,92,2006,29,SJS,RW,77,21,36,57,20,54,6.4,16,5,0,2,22,14,0,176,11.9,1171,15:12,ekmanni01
Yanic Perreault,93,2006,34,NSH,C,69,22,35,57,-3,30,5.8,12,10,0,2,18,17,0,145,15.2,1031,14:57,perreya01
Doug Weight,94,2006,35,TOT,C,70,15,42,57,-17,75,4.1,6,9,0,1,22,19,1,175,8.6,1452,20:44,weighdo01
Dainius Zubrus,95,2006,27,WSH,RW,71,23,34,57,3,84,5.3,10,13,0,5,19,13,2,181,12.7,1446,20:22,zubruda01
Brendan Morrison,96,2006,30,VAN,C,82,19,37,56,-1,84,4.5,11,8,0,5,22,15,0,156,12.2,1600,19:31,morribr01
Ladislav Nagy,97,2006,26,PHX,LW,51,15,41,56,8,74,5.5,7,7,1,4,18,22,1,132,11.4,963,18:53,nagyla01
Joe Nieuwendyk*,98,2006,39,FLA,C,65,26,30,56,-2,46,5.9,19,7,0,3,17,13,0,195,13.3,1065,16:23,nieuwjo01
Chris Pronger*,99,2006,31,EDM,D,80,12,44,56,2,74,9.6,2,10,0,3,12,32,0,155,7.7,2239,27:59,prongch01
Mike Cammalleri,100,2006,23,LAK,C,80,26,29,55,-14,50,4.8,11,15,0,4,9,19,1,206,12.6,1340,16:45,cammami01
Anson Carter,101,2006,31,VAN,RW,81,33,22,55,-1,41,6.5,18,15,0,7,12,10,0,146,22.6,1179,14:34,cartean01
Tim Connolly,102,2006,24,BUF,C,63,16,39,55,5,28,5.2,9,7,0,3,20,16,3,99,16.2,1134,18:00,connoti01
Jussi Jokinen,103,2006,22,DAL,LW,81,17,38,55,2,30,5.2,9,8,0,2,15,23,0,107,15.9,1099,13:34,jokinju01
Martin Ručinský,104,2006,34,NYR,LW,52,16,39,55,10,56,5.7,12,4,0,4,17,22,0,152,10.5,958,18:25,rucinma01
Michael Ryder,105,2006,25,MTL,RW,81,30,25,55,-5,40,5.9,12,18,0,6,11,14,0,243,12.3,1310,16:10,rydermi01
Ray Whitney,106,2006,33,CAR,RW,63,17,38,55,0,42,5.1,5,12,0,2,14,24,0,147,11.6,1083,17:11,whitnra01
Alex Frolov,107,2006,23,LAK,LW,69,21,33,54,17,40,5.4,14,4,3,4,21,10,2,174,12.1,1332,19:18,froloal01
Mike Johnson,108,2006,31,PHX,RW,80,16,38,54,7,50,4.8,9,6,1,3,26,12,0,145,11.0,1326,16:34,johnsmi01
Fredrik Modin,109,2006,31,TBL,LW,77,31,23,54,5,56,6.0,18,12,1,4,17,4,2,221,14.0,1508,19:35,modinfr01
Rick Nash,110,2006,21,CBJ,LW,54,31,23,54,5,51,6.9,20,11,0,4,15,8,0,170,18.2,986,18:16,nashri01
Nikolai Zherdev,111,2006,21,CBJ,RW,73,27,27,54,-13,50,5.3,17,10,0,0,14,12,1,194,13.9,1284,17:36,zherdni01
Dan Boyle,112,2006,29,TBL,D,79,15,38,53,-8,38,8.2,9,6,0,4,19,19,0,153,9.8,1832,23:12,boyleda01
Jamie Langenbrunner,113,2006,30,NJD,RW,80,19,34,53,-1,74,4.6,10,8,1,1,17,17,0,243,7.8,1488,18:36,langeja01
Joffrey Lupul,114,2006,22,MDA,C,81,28,25,53,-13,48,5.1,14,12,2,2,14,11,0,296,9.5,1347,16:38,lupuljo01
Glen Murray,115,2006,33,BOS,RW,64,24,29,53,-8,52,5.0,17,6,1,3,14,13,2,195,12.3,1292,20:12,murragl01
Sergei Samsonov,116,2006,27,TOT,LW,74,23,30,53,-3,28,5.3,13,10,0,1,14,16,0,143,16.1,1222,16:31,samsose01
Jere Lehtinen,117,2006,32,DAL,RW,80,33,19,52,9,30,6.1,18,14,1,6,12,7,0,216,15.3,1496,18:42,lehtije01
